2.689946999999999662e+02,3.733409999999986439e+01
2.771426999999999907e+02,3.942909999999989168e+01
2.843646999999999707e+02,4.366209999999989577e+01
2.882096999999999980e+02,5.096709999999990259e+01
2.876296999999999571e+02,5.860809999999992215e+01
2.857396999999999707e+02,6.606009999999992033e+01
2.831647000000000389e+02,7.330309999999991533e+01
2.808317000000000121e+02,7.908109999999993533e+01
2.858797000000000139e+02,7.965309999999993806e+01
2.909277000000000157e+02,8.022509999999994079e+01
2.970687000000000353e+02,8.095809999999994488e+01
3.031937000000000353e+02,8.181809999999995853e+01
3.060136999999999716e+02,7.931409999999993943e+01
3.088156999999999925e+02,7.375309999999996080e+01
3.139756999999999607e+02,7.028409999999996671e+01
3.228097000000000207e+02,6.967909999999994852e+01
3.316816999999999780e+02,6.970809999999994488e+01
3.405507000000000062e+02,6.991809999999992442e+01
3.494156999999999584e+02,7.025609999999994670e+01
3.582746999999999389e+02,7.072209999999995489e+01
3.671226999999999521e+02,7.136909999999994625e+01
3.758840999999999894e+02,7.264509999999995671e+01
3.805299999999999727e+02,7.971709999999995944e+01
3.776456999999999766e+02,8.820909999999997808e+01
3.721676999999999680e+02,9.540709999999995716e+01
3.655596999999999639e+02,1.015980999999999312e+02
3.607096999999999980e+02,1.057940999999999576e+02
3.585926999999999794e+02,1.115770999999999731e+02
3.603646999999999707e+02,1.167500999999999749e+02
3.647946999999999775e+02,1.202680999999999472e+02
3.716476999999999862e+02,1.260960999999999217e+02
3.766290999999999940e+02,1.335380999999999290e+02
3.786850999999999772e+02,1.422740999999999190e+02
3.789517999999999347e+02,1.512730999999999426e+02
3.784933999999999514e+02,1.602680999999999472e+02
3.776971999999999525e+02,1.691730999999999199e+02
3.767209999999999468e+02,1.780600999999999203e+02
3.756329999999999814e+02,1.869350999999999203e+02
3.744436999999999784e+02,1.957970999999999435e+02
3.731266999999999712e+02,2.046390999999999281e+02
3.714716999999999416e+02,2.134240999999999531e+02
3.676846999999999639e+02,2.211400999999999613e+02
3.625406999999999584e+02,2.280670999999999822e+02
3.569556999999999789e+02,2.346470999999999663e+02
3.511696999999999775e+02,2.410520999999999390e+02
3.452746999999999389e+02,2.473570999999999458e+02
3.389326999999999543e+02,2.539150999999999385e+02
3.324866999999999280e+02,2.603730999999999653e+02
3.259676999999999225e+02,2.667560999999999467e+02
3.193886999999999716e+02,2.730770999999999731e+02
3.127526999999999475e+02,2.793380999999999972e+02
3.060566999999999780e+02,2.855361000000000331e+02
2.992906999999999584e+02,2.916530999999999949e+02
2.924106999999999630e+02,2.976460999999999899e+02
2.852047000000000025e+02,3.032280999999999835e+02
2.778326999999999884e+02,3.063740999999999985e+02
2.702196999999999889e+02,3.089010999999999285e+02
2.616296999999999571e+02,3.116180999999999699e+02
2.542646999999999764e+02,3.165611000000000104e+02
2.505876999999999839e+02,3.247470999999999890e+02
2.479806999999999846e+02,3.333710999999999558e+02
2.452546999999999855e+02,3.418660999999999603e+02
2.418786999999999807e+02,3.501220999999999890e+02
2.375466999999999871e+02,3.579140999999999622e+02
2.390046999999999855e+02,3.634140999999999622e+02
2.440816999999999837e+02,3.717681000000000040e+02
2.481886999999999830e+02,3.779011000000000422e+02
2.530896999999999935e+02,3.834470999999999776e+02
2.582327000000000226e+02,3.887681000000000040e+02
2.633936999999999671e+02,3.940981000000000449e+02
2.684197000000000344e+02,3.995581000000000245e+02
2.731517000000000053e+02,4.052681000000000040e+02
2.779207000000000107e+02,4.139491000000000440e+02
2.823987000000000194e+02,4.227851000000000568e+02
2.867866999999999962e+02,4.316661000000000286e+02
2.911147000000000276e+02,4.405778999999999996e+02
2.953887000000000285e+02,4.495155000000000314e+02
2.996017000000000507e+02,4.584807000000000130e+02
3.037237000000000080e+02,4.674884000000000128e+02
3.075457000000000107e+02,4.766251000000000317e+02
3.090357000000000198e+02,4.824365999999999985e+02
3.098317000000000121e+02,4.883803000000000338e+02
3.065076999999999998e+02,4.967841000000000236e+02
3.008477000000000317e+02,5.013949000000000069e+02
2.939857000000000085e+02,5.038195000000000050e+02
2.866807000000000016e+02,5.040710000000000264e+02
2.777106999999999744e+02,5.024718000000000302e+02
2.692767000000000053e+02,4.990063999999999851e+02
2.615076999999999998e+02,4.942207999999999970e+02
2.543326999999999884e+02,4.885768000000000484e+02
2.476326999999999998e+02,4.823759000000000015e+02
2.413036999999999921e+02,4.756508000000000038e+02
2.355786999999999978e+02,4.684030000000000200e+02
2.304497000000000071e+02,4.607229000000000383e+02
2.257497000000000185e+02,4.527694000000000187e+02
2.213177000000000305e+02,4.446645000000000323e+02
2.170427000000000248e+02,4.364750999999999976e+02
2.129777000000000271e+02,4.286441000000000372e+02
2.088257000000000403e+02,4.208591000000000122e+02
2.043637000000000512e+02,4.132681000000000040e+02
2.014167000000000485e+02,4.216291000000000508e+02
2.002637000000000285e+02,4.306731000000000336e+02
1.996157000000000039e+02,4.397681000000000040e+02
1.990656999999999925e+02,4.491146000000000527e+02
1.976487000000000194e+02,4.583564000000000078e+02
1.947877000000000294e+02,4.672680000000000291e+02
1.921037000000000035e+02,4.747309000000000196e+02
1.892597000000000094e+02,4.821350000000000477e+02
1.861157000000000039e+02,4.894162000000000035e+02
1.820377000000000294e+02,4.961846000000000458e+02
1.737167000000000030e+02,4.981231000000000222e+02
1.670876999999999839e+02,4.923920000000000528e+02
1.646956999999999880e+02,4.834405000000000427e+02
1.638356999999999744e+02,4.741752999999999929e+02
1.633966999999999530e+02,4.648781999999999925e+02
1.631306999999999334e+02,4.555741000000000440e+02
1.629506999999999266e+02,4.462680000000000291e+02
1.628256999999999266e+02,4.386431000000000040e+02
1.627006999999999266e+02,4.310181000000000040e+02
1.625766999999999030e+02,4.233931000000000040e+02
1.624516999999999030e+02,4.157681000000000040e+02
1.577376999999999043e+02,4.151411000000000513e+02
1.503096999999999070e+02,4.137381000000000313e+02
1.431406999999999243e+02,4.113550999999999931e+02
1.364976999999999521e+02,4.077661000000000513e+02
1.307096999999999412e+02,4.029201000000000477e+02
1.262736999999999625e+02,3.967181000000000495e+02
1.223656999999999471e+02,3.901601000000000568e+02
1.186416999999999575e+02,3.834941000000000031e+02
1.150266999999999484e+02,3.767681000000000040e+02
1.104406999999999357e+02,3.682831000000000472e+02
1.056896999999999593e+02,3.598891000000000417e+02
1.005036999999999807e+02,3.517681000000000040e+02
9.634669999999999845e+01,3.454681000000000495e+02
9.468970000000001619e+01,3.380891000000000304e+02
9.470870000000002165e+01,3.305051000000000272e+02
9.554770000000002028e+01,3.229601000000000113e+02
9.722169999999999845e+01,3.153801000000000272e+02
1.012006999999999834e+02,3.087521000000000413e+02
1.066656999999999584e+02,3.032261000000000308e+02
1.122256999999999607e+02,2.975441000000000713e+02
1.154316999999999780e+02,2.903301000000000158e+02
1.171706999999999539e+02,2.839771000000000640e+02
1.143696999999999662e+02,2.756431000000000608e+02
1.116166999999999803e+02,2.664171000000000618e+02
1.095176999999999907e+02,2.570201000000000704e+02
1.081286999999999807e+02,2.474931000000000836e+02
1.075446999999999775e+02,2.378841000000001031e+02
1.079096999999999866e+02,2.282651000000000749e+02
1.094596999999999980e+02,2.187681000000000608e+02
1.119687000000000126e+02,2.097181000000000495e+02
1.146777000000000157e+02,2.007261000000000308e+02
1.174977000000000089e+02,1.917681000000000040e+02
1.202907000000000153e+02,1.826021000000000072e+02
1.227737000000000194e+02,1.733480999999999881e+02
1.249247000000000298e+02,1.640110999999999990e+02
1.267427000000000135e+02,1.546030999999999835e+02
1.282467000000000326e+02,1.451410999999999945e+02
1.294697000000000457e+02,1.356370999999999754e+02
1.298807000000000471e+02,1.265780999999999494e+02
1.289177000000000248e+02,1.175620999999999299e+02
1.266736999999999966e+02,1.087740999999999190e+02
1.234626999999999839e+02,1.002890999999999053e+02
1.195966999999999985e+02,9.207909999999992579e+01
1.153027000000000157e+02,8.408209999999991169e+01
1.107277000000000271e+02,7.624509999999992260e+01
1.058327000000000453e+02,6.799609999999989896e+01
1.012327000000000226e+02,5.958209999999991169e+01
9.871770000000003620e+01,5.044809999999989714e+01
1.033247000000000639e+02,4.493409999999988713e+01
1.111137000000000512e+02,4.405809999999991078e+01
1.189647000000000503e+02,4.391609999999991487e+01
1.261287000000000376e+02,4.397009999999988850e+01
1.332757000000000289e+02,4.445409999999986894e+01
1.402747000000000526e+02,4.594809999999989714e+01
1.476007000000000744e+02,4.843309999999991078e+01
1.535707000000001017e+02,5.321009999999989759e+01
1.572207000000000789e+02,6.002209999999990941e+01
1.601637000000000626e+02,6.718309999999991078e+01
1.622597000000000662e+02,7.247509999999988395e+01
1.643567000000000462e+02,7.776809999999989031e+01
1.719677000000000362e+02,7.816009999999988622e+01
1.795787000000000262e+02,7.855209999999988213e+01
1.871897000000000162e+02,7.894409999999987804e+01
1.950307000000000244e+02,7.937809999999990396e+01
2.028677000000000135e+02,7.986909999999988941e+01
2.107017000000000166e+02,8.042409999999989623e+01
2.185237000000000194e+02,8.112209999999987531e+01
2.277177000000000078e+02,8.144609999999988759e+01
2.295327000000000055e+02,7.658509999999989759e+01
2.310366999999999962e+02,7.160709999999988895e+01
2.336606999999999914e+02,6.244609999999988759e+01
2.315926999999999794e+02,5.549909999999988486e+01
2.298606999999999800e+02,4.761709999999987986e+01
2.302886999999999773e+02,3.966809999999986758e+01
2.361926999999999737e+02,3.683709999999985030e+01
2.429426999999999737e+02,3.640809999999987667e+01
2.497076999999999600e+02,3.638509999999985212e+01
2.593636999999999944e+02,3.662609999999983756e+01
2.689946999999999662e+02,3.733409999999986439e+01
nan,nan
2.675432194146292204e+02,2.504248681368749487e+02
2.673854355841231722e+02,2.479169659672595003e+02
2.670704906238054832e+02,2.454239198983908352e+02
2.665996274775498591e+02,2.429555688441383836e+02
2.659747044270777110e+02,2.405216542584309138e+02
2.651981877581690128e+02,2.381317816901884328e+02
2.642731420273591993e+02,2.357953828746088618e+02
2.632032179675346697e+02,2.335216785104182122e+02
2.619926380801577466e+02,2.313196418699852188e+02
2.606461799709824732e+02,2.291979633859148748e+02
2.591691574950276049e+02,2.271650163538810148e+02
2.575673997852183561e+02,2.252288238870540056e+02
2.558472282474618851e+02,2.233970272525381802e+02
2.540154316129460597e+02,2.216768557147817091e+02
2.520792391461190505e+02,2.200750980049724603e+02
2.500462921140851904e+02,2.185980755290175921e+02
2.479246136300148464e+02,2.172516174198423187e+02
2.457225769895818530e+02,2.160410375324653671e+02
2.434488726253912034e+02,2.149711134726408375e+02
2.411124738098116325e+02,2.140460677418310524e+02
2.387226012415691514e+02,2.132695510729223543e+02
2.362886866558616816e+02,2.126446280224501777e+02
2.338203356016092016e+02,2.121737648761945820e+02
2.313272895327405649e+02,2.118588199158768930e+02
2.288193873631251165e+02,2.117010360853708164e+02
2.263065266368748496e+02,2.117010360853708164e+02
2.237986244672594012e+02,2.118588199158768930e+02
2.213055783983907361e+02,2.121737648761945820e+02
2.188372273441382845e+02,2.126446280224501777e+02
2.164033127584308147e+02,2.132695510729223543e+02
2.140134401901883336e+02,2.140460677418310524e+02
2.116770413746087627e+02,2.149711134726408375e+02
2.094033370104181131e+02,2.160410375324653671e+02
2.072013003699851197e+02,2.172516174198423187e+02
2.050796218859147473e+02,2.185980755290176205e+02
2.030466748538809156e+02,2.200750980049724603e+02
2.011104823870539065e+02,2.216768557147817091e+02
1.992786857525380810e+02,2.233970272525381802e+02
1.975585142147816100e+02,2.252288238870540056e+02
1.959567565049723612e+02,2.271650163538810148e+02
1.944797340290174930e+02,2.291979633859148748e+02
1.931332759198422195e+02,2.313196418699852472e+02
1.919226960324652680e+02,2.335216785104182122e+02
1.908527719726407383e+02,2.357953828746088618e+02
1.899277262418309533e+02,2.381317816901884328e+02
1.891512095729222551e+02,2.405216542584309138e+02
1.885262865224500786e+02,2.429555688441383836e+02
1.880554233761944829e+02,2.454239198983908636e+02
1.877404784158767939e+02,2.479169659672595003e+02
1.875826945853707173e+02,2.504248681368749487e+02
1.875826945853707173e+02,2.529377288631252156e+02
1.877404784158767939e+02,2.554456310327406641e+02
1.880554233761944829e+02,2.579386771016093007e+02
1.885262865224500786e+02,2.604070281558617808e+02
1.891512095729222551e+02,2.628409427415692790e+02
1.899277262418309533e+02,2.652308153098117600e+02
1.908527719726407383e+02,2.675672141253913310e+02
1.919226960324652680e+02,2.698409184895819521e+02
1.931332759198422480e+02,2.720429551300149456e+02
1.944797340290174930e+02,2.741646336140852895e+02
1.959567565049723612e+02,2.761975806461191496e+02
1.975585142147816100e+02,2.781337731129461872e+02
1.992786857525380810e+02,2.799655697474619842e+02
2.011104823870539349e+02,2.816857412852184552e+02
2.030466748538809156e+02,2.832874989950277040e+02
2.050796218859147757e+02,2.847645214709825723e+02
2.072013003699851481e+02,2.861109795801578457e+02
2.094033370104181131e+02,2.873215594675348257e+02
2.116770413746087627e+02,2.883914835273593553e+02
2.140134401901883336e+02,2.893165292581691119e+02
2.164033127584308431e+02,2.900930459270778101e+02
2.188372273441382845e+02,2.907179689775499583e+02
2.213055783983907361e+02,2.911888321238055823e+02
2.237986244672594296e+02,2.915037770841232714e+02
2.263065266368748496e+02,2.916615609146293764e+02
2.288193873631251449e+02,2.916615609146293195e+02
2.313272895327405649e+02,2.915037770841232714e+02
